MHandle     MName                                                         MTypeHnd    MTypeName
0x112c4e    tibco_notifier_mail                                           0xd70000    SANMApp         
0x112c4c    AlarmNotifier.mainview                                        0xd70000    SANMApp         
0x1125ef    AlarmNotifier.google                                          0xd70000    SANMApp         
0x111daf    AlarmNotifier                                                 0xd70000    SANMApp         
0x11002f    AlarmNotifier.brad                                            0xd70000    SANMApp         
0x10a3c4    Alarm Notifier                                                0xd70000    SANMApp         
0x10acd0    eHealth Manager                                               0x5420000   EhealthManager  
0x12f184    0055-lab-2000-fw1                                             0x49b0000   NSFirewallVPN   
0x12e72f    0055-test-fw-01                                               0x49b0000   NSFirewallVPN   
0x12e708    0055-test-fw-02                                               0x49b0000   NSFirewallVPN   
0x12f1a1    DLCI10                                                        0x2dc0000   ATM_Cloud       
0x111ee6    0055-distn-h.lmig.com_CiscDLSWExtApp                          0x21009e    CiscDLSWExtApp  
0x1073e0    WAN2-TokenRing.ohio-casualty.com_CiscDLSWExtApp               0x21009e    CiscDLSWExtApp  
0x10abff                                                                  0x1006b     SnmpPif         
0x10ab70                                                                  0x1006b     SnmpPif         
0x109ed7                                                                  0x1006b     SnmpPif         
0x109e24                                                                  0x1006b     SnmpPif         
0x109dfa                                                                  0x1006b     SnmpPif         
0x109dcb                                                                  0x1006b     SnmpPif         
0x109d2d                                                                  0x1006b     SnmpPif         
0x109756                                                                  0x1006b     SnmpPif         
0x109412                                                                  0x1006b     SnmpPif         
0x10916f                                                                  0x1006b     SnmpPif         
0x1090c0                                                                  0x1006b     SnmpPif         
0x108fb8                                                                  0x1006b     SnmpPif         
0x108e96                                                                  0x1006b     SnmpPif         
0x108bea                                                                  0x1006b     SnmpPif         
0x108b57                                                                  0x1006b     SnmpPif         
0x108b00                                                                  0x1006b     SnmpPif         
0x1087db                                                                  0x1006b     SnmpPif         
0x108704                                                                  0x1006b     SnmpPif         
0x1080f7                                                                  0x1006b     SnmpPif         
0x1080cb                                                                  0x1006b     SnmpPif         
0x1080ca                                                                  0x1006b     SnmpPif         
0x107f57                                                                  0x1006b     SnmpPif         
0x1073a7                                                                  0x1006b     SnmpPif         
0x10734f                                                                  0x1006b     SnmpPif         
0x106a89                                                                  0x1006b     SnmpPif         
0x1068c6                                                                  0x1006b     SnmpPif         
0x1067d4                                                                  0x1006b     SnmpPif         
0x1060e7                                                                  0x1006b     SnmpPif         
0x1060e6                                                                  0x1006b     SnmpPif         
0x105e47                                                                  0x1006b     SnmpPif         
0x105e44                                                                  0x1006b     SnmpPif         
0x1055cb                                                                  0x1006b     SnmpPif         
0x1054dc                                                                  0x1006b     SnmpPif         
0x105322                                                                  0x1006b     SnmpPif         
0x105150                                                                  0x1006b     SnmpPif         
0x105121                                                                  0x1006b     SnmpPif         
0x104fdd                                                                  0x1006b     SnmpPif         
0x104182                                                                  0x1006b     SnmpPif         
0x103fe1                                                                  0x1006b     SnmpPif         
0x103f9e                                                                  0x1006b     SnmpPif         
0x103d5d                                                                  0x1006b     SnmpPif         
0x103d51                                                                  0x1006b     SnmpPif         
0x103b07                                                                  0x1006b     SnmpPif         
0x103aea                                                                  0x1006b     SnmpPif         
0x103ae9                                                                  0x1006b     SnmpPif         
0x103ae8                                                                  0x1006b     SnmpPif         
0x103ae7                                                                  0x1006b     SnmpPif         
0x103ae6                                                                  0x1006b     SnmpPif         
0x103ae5                                                                  0x1006b     SnmpPif         
0x103ae4                                                                  0x1006b     SnmpPif         
0x103ae3                                                                  0x1006b     SnmpPif         
0x103ae2                                                                  0x1006b     SnmpPif         
0x103ae1                                                                  0x1006b     SnmpPif         
0x1028e8                                                                  0x1006b     SnmpPif         
0x101663                                                                  0x1006b     SnmpPif         
0x1004a5                                                                  0x1006b     SnmpPif         
0x1002dc                                                                  0x1006b     SnmpPif         
0x1002da                                                                  0x1006b     SnmpPif         
0x100269                                                                  0x1006b     SnmpPif         
0x100052                                                                  0x1006b     SnmpPif         
0x100051                                                                  0x1006b     SnmpPif         
0x100050                                                                  0x1006b     SnmpPif         
0x10004f                                                                  0x1006b     SnmpPif         
0x100017    Configuration Manager                                         0x820005    ConfigurationManager 
0x130360    SysEDGESvrs                                                   0x25e0005   AdiscResultSet  
0x130359    SysEDGESvrs                                                   0x25e0005   AdiscResultSet  
0x130358    SysEDGESvrs                                                   0x25e0005   AdiscResultSet  
0x130357    SysEDGESvrs                                                   0x25e0005   AdiscResultSet  
0x12e795    latest copy ec-test                                           0x25e0005   AdiscResultSet  
0x12e669    new_ec_test_missing stuff                                     0x25e0005   AdiscResultSet  
0x12e220    latest copy ec-test                                           0x25e0005   AdiscResultSet  
0x12e080    copy of copy of ec-test                                       0x25e0005   AdiscResultSet  
0x12df0e    new_ec_test_missing stuff                                     0x25e0005   AdiscResultSet  
0x12d4cf    copy of copy of ec-test                                       0x25e0005   AdiscResultSet  
